id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
25582819,"Seattle Vacation Home: American Wonders - 7 bedroom/4.5 bath, sleeps 25, views",54812088,"Seattle Vacation Home","Capitol Hill","Stevens",47.63,-122.3,"Entire home/apt",751,30,119,2024-06-03 00:00:00.000,1.65,39,318,22,"STR-OPLI-19-002890"
39467894,"Seattle Vacation Home: Ballard Townhome - Impeccably finished 2 bedroom/2.5 bath",54812088,"Seattle Vacation Home","Ballard","Adams",47.67,-122.38,"Entire home/apt",249,30,99,2024-06-09 00:00:00.000,1.8,39,333,20,"STR-OPLI-19-002818"
25458599,"Seattle Vacation Home: Berlin Wall - PRIME location! Decks & Upscale Kitchen",54812088,"Seattle Vacation Home","Central Area","Mann",47.62,-122.3,"Entire home/apt",329,30,106,2024-06-16 00:00:00.000,1.44,39,336,18,"STR-OPLI-19-003069"
50089298,"Seattle Vacation Home: Bright 3 bedroom home with updated kitchen in Columbia City",54812088,"Seattle Vacation Home","Rainier Valley","Columbia City",47.55,-122.28,"Entire home/apt",264,30,46,2024-05-13 00:00:00.000,1.77,39,331,16,"STR-OPLI-22-000393"
35360181,"Seattle Vacation Home: Capitol Hill - 3 bed/2.5 bath, great location",54812088,"Seattle Vacation Home","Central Area","Minor",47.62,-122.31,"Entire home/apt",400,30,109,2024-05-20 00:00:00.000,1.82,39,334,13,"STR-OPLI-19-002942"
39467892,"Seattle Vacation Home: Fremont House; 5 bedrooms - sleeps up to 14!",54812088,"Seattle Vacation Home","Other neighborhoods","Fremont",47.66,-122.36,"Entire home/apt",568,30,94,2024-06-10 00:00:00.000,1.69,39,328,26,"STR-OPLI-19-002895"
23699409,"Seattle Vacation Home: House of Suffrage - 5 bedroom, sleeps 16!",54812088,"Seattle Vacation Home","Central Area","Mann",47.61,-122.3,"Entire home/apt",604,30,104,2024-06-16 00:00:00.000,1.43,39,325,31,"STR-OPLI-20-000013"
23705097,"Seattle Vacation Home: Off The Wall - 3 bed/2.5 bath, brand new everything",54812088,"Seattle Vacation Home","Central Area","Mann",47.62,-122.3,"Entire home/apt",340,30,125,2024-05-12 00:00:00.000,1.7,39,351,22,"STR-OPLI-19-002950"
23702214,"Seattle Vacation Home: The Aerodrome - Family-friendly, CLEAN & Great Location",54812088,"Seattle Vacation Home","Central Area","Mann",47.62,-122.3,"Entire home/apt",449,30,69,2024-05-10 00:00:00.000,0.95,39,206,15,"STR-OPLI-20-000013"
23699002,"Seattle Vacation Home: The Arboretum - 7 bedroom masterpiece, sleeps up to 28!",54812088,"Seattle Vacation Home","Capitol Hill","Montlake",47.64,-122.3,"Entire home/apt",713,30,42,2022-02-27 00:00:00.000,0.58,39,166,198,"STR-OPLI-24-000362"
23702901,"Seattle Vacation Home: The Autobahn - 3 bed/2 bath, great outdoor space!",54812088,"Seattle Vacation Home","Central Area","Madrona",47.62,-122.3,"Entire home/apt",269,30,110,2024-06-14 00:00:00.000,1.49,39,342,20,"STR-OPLI-19-002947"
23698647,"Seattle Vacation Home: The Campus; 8 bedrooms - sleeps up to 23!",54812088,"Seattle Vacation Home","Central Area","Madrona",47.62,-122.29,"Entire home/apt",791,30,91,2024-06-02 00:00:00.000,1.24,39,324,10,"STR-OPLI-19-002897"
23703054,"Seattle Vacation Home: The Depot - Luxury 3 bed/2.5 bath, great location",54812088,"Seattle Vacation Home","Central Area","Mann",47.62,-122.3,"Entire home/apt",322,30,89,2024-06-21 00:00:00.000,1.22,39,346,12,"STR-OPLI-19-002951"
25583974,"Seattle Vacation Home: The Gallery - 3 bedrooms, each with en-suite bath!",54812088,"Seattle Vacation Home","Capitol Hill","Stevens",47.62,-122.3,"Entire home/apt",379,30,62,2024-05-27 00:00:00.000,0.86,39,360,8,"STR-OPLI-19-002940"
32922639,"Seattle Vacation Home: The Market - Modern 2 bed craftsman, great location",54812088,"Seattle Vacation Home","Central Area","Mann",47.62,-122.3,"Entire home/apt",223,30,100,2024-06-08 00:00:00.000,1.6,39,343,13,"STR-OPLI-19-002936"
27091529,"Seattle Vacation Home: The Port - 3 bed/2.5 bath, great location",54812088,"Seattle Vacation Home","Capitol Hill","Stevens",47.62,-122.3,"Entire home/apt",344,30,81,2024-03-17 00:00:00.000,1.14,39,353,4,"STR-OPLI-19-002939"
23700263,"Seattle Vacation Home: The Vineyard: 3 bedroom/2.5 bathroom",54812088,"Seattle Vacation Home","Capitol Hill","Stevens",47.62,-122.31,"Entire home/apt",413,30,141,2024-06-14 00:00:00.000,1.94,39,352,9,"STR-OPLI-19-002964"
23700774,"Seattle Vacation Home: Upscale & PRIME Location - Modern Kitchen | Jetted Tub",54812088,"Seattle Vacation Home","Central Area","Mann",47.62,-122.3,"Entire home/apt",329,30,135,2024-06-08 00:00:00.000,1.85,39,323,7,"STR-OPLI-19-002949"
23705000,"Seattle Vacation Home: Wall Street - Luxury 3 bed/2.5 bath, great location",54812088,"Seattle Vacation Home","Capitol Hill","Stevens",47.62,-122.3,"Entire home/apt",329,30,116,2024-06-10 00:00:00.000,1.59,39,344,12,"STR-OPLI-19-002820"
51754000,"Seattle downtown micro studio room",152734194,"Ella","Central Area","Minor",47.6,-122.31,"Entire home/apt",90,30,156,2024-02-22 00:00:00.000,4.52,3,197,36,"STR-OPLI-21-000580"
50794889,"Seattle studio room",152734194,"Ella","Central Area","Atlantic",47.6,-122.31,"Entire home/apt",70,30,199,2024-06-03 00:00:00.000,5.52,3,223,55,"Exempt"
65472900,"Seattle’s modern 1 bd/bath unit w/parking",121426692,"Lindy","Northgate","Maple Leaf",47.69,-122.32,"Entire home/apt",90,30,8,2024-05-04 00:00:00.000,0.36,3,265,2,"STR-OPLI-21-001401"
22493797,"Sleek Seattle Studio 5 Min to Downtown Ballard!",121688409,"Evolve","Other neighborhoods","Crown Hill",47.69,-122.38,"Entire home/apt",80,30,27,2022-10-24 00:00:00.000,0.42,47,343,198,"STR-OPLI-21-000820"
21776889,"Spacious 5BR Bayview Dog Friendly | Fireplace",111813201,"Vacasa Western Washington","Capitol Hill","Broadway",47.64,-122.32,"Entire home/apt",529,30,43,2022-07-17 00:00:00.000,0.54,14,365,198,"STR-OPLI-19-003316"
2970666,"Spacious, Modern, Location",1121532,"Melissa","Capitol Hill","Broadway",47.62,-122.33,"Entire home/apt",157,30,194,2024-01-31 00:00:00.000,1.58,10,282,2,"STR-OPLI-19-001708"
1159111,"St. John's Apt. 203 *Walkscore 99*",1787819,"Saint","Downtown","First Hill",47.61,-122.32,"Entire home/apt",173,30,171,2023-11-24 00:00:00.000,1.27,2,147,16,"STR-OPLI-19-001273"
356608,"St. John's Apt. 309 *Walkscore 99*",1787819,"Saint","Downtown","First Hill",47.61,-122.32,"Entire home/apt",190,30,221,2024-05-28 00:00:00.000,1.51,2,118,23,"STR-OPLI-19-001273"
17569817,"Start the Day on the All-White Porch at a Hilltop Home",658155,"Joe","Beacon Hill","North Beacon Hill",47.58,-122.32,"Entire home/apt",200,30,220,2024-06-01 00:00:00.000,2.49,5,84,16,"STR-OPLI-19-002705"
34535666,"Striking Studio with Lake Washington Views;",250707031,"Scott","Rainier Valley","Mount Baker",47.59,-122.29,"Entire home/apt",130,30,51,2024-04-08 00:00:00.000,0.83,2,236,3,"STR-OPLI-19-002551"
47188664,"Studio Apt. close to UWMC and Seattle Children’s",126116834,"Tom","Lake City","Matthews Beach",47.71,-122.28,"Entire home/apt",50,30,10,2023-09-20 00:00:00.000,0.26,2,64,3,"STR-OPLI-19-002758"
73097100,"Studio in heart of Capitol Hill – Apt D",294452201,"NOLA LuXury Residences","Capitol Hill","Broadway",47.62,-122.31,"Entire home/apt",200,30,36,2024-05-19 00:00:00.000,1.75,2,331,24,"STR-OPLI-22-001474"
15109066,"Stylish Basement Apt By Lake Wash/Downtown-LT Only",74727763,"Malinda","Rainier Valley","Mount Baker",47.58,-122.29,"Entire home/apt",70,30,119,2023-11-03 00:00:00.000,1.26,2,325,2,"STR-OPLI-19-002633"
39246120,"Stylish Design & Cozy Comfort in Seattle Townhome",116740214,"Luke","Capitol Hill","Broadway",47.64,-122.32,"Entire home/apt",114,30,144,2024-04-02 00:00:00.000,2.55,7,206,5,"STR-OPLI-19-001854"
24210756,"Stylish Midcentury Lakefront Apartment",1183674,"Lisa","Central Area","Leschi",47.6,-122.29,"Entire home/apt",91,30,18,2024-06-16 00:00:00.000,0.25,3,296,4,"19-000633"
27608157,"The Andrea Apartment near Downtown/Capitol Hill",4730169,"Magic","Downtown","Yesler Terrace",47.6,-122.32,"Entire home/apt",117,30,270,2024-05-23 00:00:00.000,3.85,14,221,8,"STR-OPLI-19-000940"
28722561,"The Benaroya near Downtown/Capitol Hill",4730169,"Magic","Downtown","Yesler Terrace",47.6,-122.32,"Entire home/apt",120,30,268,2024-06-03 00:00:00.000,3.85,14,216,10,"STR-OPLI-19-000940"
2995996,"The Blue House on Thomas Corner in Madison Valley",2781551,"Ron","Central Area","Mann",47.62,-122.3,"Entire home/apt",399,30,63,2022-02-26 00:00:00.000,0.52,4,198,198,"STR-OPLI-19-001833"
33149601,"The Guthman Apartment Near Downtown/Capitol Hill",4730169,"Magic","Downtown","Yesler Terrace",47.6,-122.32,"Entire home/apt",127,30,170,2024-06-08 00:00:00.000,2.69,14,205,12,"STR-OPLI-22-001858"
36286516,"The Waterfront Gray on Alki Beach",18771201,"Preet","West Seattle","Alki",47.59,-122.4,"Entire home/apt",178,30,11,2024-06-02 00:00:00.000,0.49,2,203,3,"STR-OPLI-20-000871"
23688200,"The Zen House",245266,"Michelle","Other neighborhoods","Wedgwood",47.69,-122.28,"Entire home/apt",191,30,40,2024-05-18 00:00:00.000,0.6,2,233,1,"STR-OPLI-24-000236"
77483700,"Top floor penthouse unit in brand new building.",134973820,"Allie","Capitol Hill","Broadway",47.62,-122.32,"Entire home/apt",215,30,25,2024-05-15 00:00:00.000,1.4,2,304,17,"STR-OPLI-22-001993"
84876800,"Urban Chic with Epic Views",264641633,"Mariko","Queen Anne","East Queen Anne",47.64,-122.34,"Entire home/apt",272,30,31,2024-06-11 00:00:00.000,2.08,6,228,26,"STR-OPLI-23-000303"
88694700,"Urban Living with Stunning Views of Lake Union",264641633,"Mariko","Queen Anne","East Queen Anne",47.64,-122.34,"Entire home/apt",308,30,18,2024-06-18 00:00:00.000,1.38,6,339,17,"STR-OPLI-23-000303"
23104353,"Walk to Fremont Tech Scene|Wallingford Restaurants",204886779,"Jennifer","Other neighborhoods","Wallingford",47.65,-122.34,"Entire home/apt",204,30,102,2023-10-01 00:00:00.000,1.33,6,79,2,"STR-OPLI-19-002659"
50992310,"Walk to Space Needle from a Cap Hill Loft w/VIEWS",28420265,"Sherry","Capitol Hill","Broadway",47.62,-122.32,"Entire home/apt",432,30,114,2024-03-13 00:00:00.000,3.24,49,273,18,"STR-OPLI-22-000717"
87180800,"Walk to Space Needle from a Cap Hill Loft w/VIEWS",510522525,"Sherry","Capitol Hill","Broadway",47.62,-122.33,"Entire home/apt",547,30,4,2023-12-10 00:00:00.000,0.31,6,273,3,"STR-OPLI-22-000717"
37525182,"Walking distance Seattle Capitol Hill/Downtown #2",71751880,"Xiaoxi","Downtown","Yesler Terrace",47.61,-122.32,"Entire home/apt",198.21,30,63,2022-08-13 00:00:00.000,1.06,3,10,198,"839775"
53881175,"Walkscore 96! Parking, Rooftop Deck & Pet Friendly",398317720,"Joanne","Central Area","Minor",47.61,-122.31,"Entire home/apt",275,30,131,2024-06-08 00:00:00.000,4.3,66,333,31,"STR-OPLI-21-001313"
12786096,"Wallingford Modern. Location!",63674214,"Whitman","Other neighborhoods","Wallingford",47.66,-122.34,"Entire home/apt",170,30,73,2023-08-12 00:00:00.000,0.74,10,352,1,"STR-OPLI-19-002150"
17889172,"Wallingford Quiet Residential Neighborhood",66909032,"Randy","Other neighborhoods","Wallingford",47.65,-122.34,"Entire home/apt",75,30,33,2023-12-16 00:00:00.000,0.38,4,285,5,"STR-OPLI-19-000865"
10711300,"Water View 2 BR Parking Gym Pool",4874276,"Sarah","Downtown","Belltown",47.61,-122.35,"Entire home/apt",163,30,15,2024-06-16 00:00:00.000,3.72,7,17,15,"STR-OPLI-19-001922"
84438900,"Water View in the Heart of Seattle",264641633,"Mariko","Queen Anne","East Queen Anne",47.64,-122.34,"Entire home/apt",318,30,17,2024-04-29 00:00:00.000,1.17,6,244,13,"STR-OPLI-23-000303"
92604400,"Waterfront Bliss, 2 BR Apt near Alki Beach",158715708,"Valta","West Seattle","Alki",47.57,-122.41,"Entire home/apt",198.21,30,29,2024-04-24 00:00:00.000,2.49,15,11,29,"Exempt"
50724974,"Wedgewood charmer with yard - and tons of space",5325329,"Blair","Other neighborhoods","Wedgwood",47.69,-122.3,"Entire home/apt",198.21,30,14,2024-05-16 00:00:00.000,0.41,6,111,1,"STR-OPLI-19-001794"
52813291,"Well lit, cozy, 2 bedroom unit, full kitchen, Wifi",525710,"Libby","Other neighborhoods","South Park",47.53,-122.32,"Entire home/apt",87,30,29,2023-10-11 00:00:00.000,0.91,2,174,2,"STR-OPLI-21-000754"
70358500,"West Queen Anne Townhome",7435040,"Vacation Rental LLC","Queen Anne","West Queen Anne",47.64,-122.37,"Entire home/apt",230,30,7,2022-12-29 00:00:00.000,0.32,24,335,198,"STR-OPLI-19-003321"
32967408,"West Seattle Home-Extended Stay,Free Parking,W/D!",181358648,"Max & Melissa","Delridge","North Delridge",47.56,-122.36,"Entire home/apt",165,30,89,2024-05-11 00:00:00.000,1.43,2,151,2,"STR-OPLI-19-000402"
73613600,"West Seattle farmhouse, mountain and sound views",42249183,"Amanda","West Seattle","Seaview",47.55,-122.39,"Entire home/apt",199,30,1,2023-10-09 00:00:00.000,0.12,2,59,1,"STR-OPLI-23-000901"
65721000,"Woodland Park's (Top Floor) Calendar",241568755,"Jen","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",4000,30,15,2022-12-04 00:00:00.000,0.63,8,235,198,"STR-OPLI-22-000515"
54186986,"newly remodeled & fully furnished 1b/1b with deck",121426692,"Lindy","Northgate","Maple Leaf",47.7,-122.32,"Entire home/apt",95,30,5,2024-04-13 00:00:00.000,0.18,3,312,2,"STR-OPLI-21-001401"
9596,"the down home , spacious, central and fab!",14942,"Joyce","Other neighborhoods","Wallingford",47.66,-122.34,"Entire home/apt",198.21,30,96,2020-09-28 00:00:00.000,0.61,2,16,198,"STR -OPLI-19-002622"
19764464,"? QUIET Capitol Hill Home w GREAT DECKS?",12621577,"Brad","Capitol Hill","Stevens",47.62,-122.3,"Entire home/apt",250,30,9,2023-06-30 00:00:00.000,0.13,2,74,1,"STR-OPLI-19-002256"
11335586,"? Stylish Capitol Hill Studio Walk Everywhere ?",37151043,"Jessica","Capitol Hill","Broadway",47.61,-122.32,"Entire home/apt",107,30,274,2023-11-07 00:00:00.000,2.71,3,50,1,"STR-OPLI-19-000858"
52032005,"""The Fremont Overlook"" w/ Nifty Backyard & Firepit",11377707,"Jason","Other neighborhoods","Fremont",47.65,-122.35,"Entire home/apt",120,3,86,2024-06-05 00:00:00.000,2.62,3,106,28,"STR-OPLI-21-000139"
26756649,"""The"" Seattle View & 5-Star Luxury",16255476,"Ken","Queen Anne","Lower Queen Anne",47.63,-122.36,"Entire home/apt",975,3,42,2023-10-30 00:00:00.000,0.59,3,241,3,"STR-OPLI-19-001979"
54421900,"""Urban Sage"" Centrally Located Seattle Getaway",86157147,"Lyle","Downtown","Belltown",47.62,-122.35,"Entire home/apt",171,3,145,2024-05-31 00:00:00.000,5,16,106,51,"STR-OPLI-22-000014"
76302000,"1912 Historic Craftsman • 5bd • A/C • Dogs • EV",17013860,"Sam","Ballard","West Woodland",47.68,-122.37,"Entire home/apt",407,3,72,2024-06-18 00:00:00.000,4.6,7,199,57,"STR-OPLI-23-000054"
26065165,"1926 Ballard • Sunset Hill • A/C • EV • Fireplace!",17013860,"Sam","Ballard","Sunset Hill",47.68,-122.4,"Entire home/apt",364,3,156,2024-06-18 00:00:00.000,2.17,7,42,42,"STR-OPLI-19-000183"
24393004,"2 bedrooms/2 baths/4 beds downtown Convention Ctr",30832,"Siena C.C.","Downtown","First Hill",47.61,-122.33,"Entire home/apt",439,3,253,2024-06-21 00:00:00.000,3.36,5,191,36,"STR-OPLI-19-000972"
11070800,"2BR 2BA Capitol Hill Cozy Haven- Rooftop",8009691,"Enclaves","Capitol Hill","Stevens",47.62,-122.31,"Entire home/apt",226,3,6,2024-06-23 00:00:00.000,1.96,10,313,6,"STR-OPLI-21-000204"
48900814,"2BR/2BA Downtown Convention Center SPARKLING!",30832,"Siena C.C.","Downtown","First Hill",47.61,-122.33,"Entire home/apt",343,3,159,2024-06-15 00:00:00.000,4.05,5,185,34,"STR-OPLI-20-001208"
64021500,"3 Bed Townhome, 10 Minutes to Downtown & Airport",40623437,"S J","Other neighborhoods","South Park",47.53,-122.33,"Entire home/apt",223,3,84,2024-06-16 00:00:00.000,3.36,5,55,25,"STR-OPLI-24-000311"
88945500,"4 Beds Downtown Fremont Townhome w/ Mountain View",458295751,"Emma","Other neighborhoods","Fremont",47.65,-122.35,"Entire home/apt",327,3,37,2024-06-07 00:00:00.000,2.82,11,115,34,"STR-OPLI-23-000624"
91922800,"4 Beds Fremont Townhome with Rooftop Lake/Mtn View",458295751,"Emma","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",401,3,22,2024-06-10 00:00:00.000,1.84,11,135,22,"STR-OPLI-23-000788"
93774000,"4 Beds Top Floor House with Lake & Mountain Views",458295751,"Emma","Other neighborhoods","View Ridge",47.69,-122.27,"Entire home/apt",537,3,20,2024-05-20 00:00:00.000,1.78,11,133,20,"STR-OPLI-23-000910"
92574800,"4 Beds Townhome with Rooftop Lake & Mountain Views",458295751,"Emma","Cascade","Eastlake",47.64,-122.32,"Entire home/apt",316,3,32,2024-05-31 00:00:00.000,2.74,11,107,32,"STR-OPLI-23-000851"
76552100,"5 Beds  Elegant Colonial House_Walk to UW",458295751,"Emma","University District","University District",47.67,-122.31,"Entire home/apt",336,3,43,2024-06-10 00:00:00.000,2.37,11,134,28,"STR-OPLI-22-001879"
80177800,"5 Beds Spacious House_Walk to Seattle Univerisity",458295751,"Emma","Central Area","Minor",47.61,-122.31,"Entire home/apt",341,3,43,2024-06-09 00:00:00.000,2.51,11,97,29,"STR-OPLI-23-000058"
25664899,"5 min Walk to Convention Center View Studio Condo",4874276,"Sarah","Downtown","First Hill",47.61,-122.33,"Entire home/apt",80,3,113,2024-06-08 00:00:00.000,1.54,7,15,34,"STR-OPLI-19-001939"
11028800,"5BR craftsman - yard, grill, pond, & great views",111813201,"Vacasa Western Washington","Capitol Hill","Broadway",47.63,-122.32,"Entire home/apt",588,3,198,,198.2133333,14,365,198,"STR-OPLI-24-000169"
20269058,"Adjacent to Wa Convention Center 1bd View Condo",4874276,"Sarah","Downtown","First Hill",47.61,-122.33,"Entire home/apt",119,3,244,2024-06-05 00:00:00.000,2.92,7,28,35,"STR-OPLI-19-002766"
3818746,"Alki Beach View Home, Two Blocks Above the Beach",33360,"Laura","West Seattle","North Admiral",47.58,-122.4,"Entire home/apt",354,3,126,2024-04-25 00:00:00.000,1.1,7,294,8,"STR-OPLI-19-001327"
95161500,"Amazing light-filled home with EV charging and A/C",487344448,"Ricardo","Beacon Hill","North Beacon Hill",47.58,-122.3,"Entire home/apt",215,3,54,2024-06-11 00:00:00.000,5.24,19,118,54,"STR-OPLI-23-001227"
12918045,"Artfully Modern 2BR in Eastlake/Lake Union",316200,"William","Cascade","Eastlake",47.64,-122.32,"Entire home/apt",126,3,278,2024-06-18 00:00:00.000,2.84,7,278,32,"STR-OPLI-19-000681"
31861361,"Ballard Condo! Free Parking! Rooftop Deck! Gym!",143060164,"Robert","Ballard","Adams",47.67,-122.38,"Entire home/apt",147,3,81,2024-06-19 00:00:00.000,1.31,4,148,19,"STR-OPLI-20-000172"
89207000,"Beacon of Light in Seattle",1452570,"Emily","Queen Anne","West Queen Anne",47.64,-122.38,"Entire home/apt",250,3,198,,198.2133333,4,187,198,"STR-OPLI-19-002230"
75440000,"Beautiful City View House w Fireplace & Movie Room",77347820,"Adriana C.","West Seattle","North Admiral",47.59,-122.38,"Entire home/apt",450,3,198,,198.2133333,4,137,198,"STR-OPLI-21-000216"
48315408,"Beautiful City View, Walk to Downtown, 10 min ride",377129678,"Karen","Downtown","First Hill",47.61,-122.33,"Entire home/apt",287,3,34,2024-04-28 00:00:00.000,0.85,10,295,7,"STR-OPLI-19-000701"
34758003,"Beautiful modern 3BR/3BA townhome in historic CD",487344448,"Ricardo","Central Area","Minor",47.61,-122.3,"Entire home/apt",228,3,171,2024-06-22 00:00:00.000,2.77,19,125,64,"STR-OPLI-20-000190"
84416800,"Beautifully remodeled 5 br home in S Beacon",487344448,"Ricardo","Beacon Hill","South Beacon Hill",47.53,-122.29,"Entire home/apt",254,3,50,2024-06-03 00:00:00.000,3.24,19,46,33,"STR-OPLI-23-000478"
11369600,"Beautifully renovated Ballard Bungalow with A/C",246393790,"Ken","Ballard","Whittier Heights",47.69,-122.37,"Entire home/apt",242,3,7,2024-06-22 00:00:00.000,4.12,3,54,7,"STR-OPLI-23-001391"
12649999,"Beautifully renovated vintage Capitol Hill apt",10013531,"Cate","Capitol Hill","Broadway",47.62,-122.32,"Entire home/apt",181,3,330,2024-06-20 00:00:00.000,3.33,5,145,37,"STR-OPLI-19-000047"
10292753,"Belltown Open 1bd AC Pool Free Parking Location!!",4874276,"Sarah","Downtown","Belltown",47.62,-122.35,"Entire home/apt",107,3,387,2024-06-04 00:00:00.000,3.79,7,12,55,"STR-OPLI-19-002378"
17979842,"Belltown Pike Pl View 1bdrm  Free Parking Pool Gym",4874276,"Sarah","Downtown","Belltown",47.62,-122.35,"Entire home/apt",96,3,303,2024-06-11 00:00:00.000,3.47,7,12,39,"STR-OPLI-19-002519"
46679642,"Belltown Studio w/ Private Sleeping Alcove +",377129678,"Karen","Downtown","Belltown",47.62,-122.35,"Entire home/apt",176,3,66,2024-06-02 00:00:00.000,1.56,10,315,14,"STR-OPLI-20-001149"
49574865,"Belltown1 br 1ba  Walk Everywhere Parking Pool Gym",4874276,"Sarah","Downtown","Belltown",47.62,-122.35,"Entire home/apt",110,3,118,2024-05-23 00:00:00.000,3.2,7,97,42,"STR-OPLI-21-000300"
45710741,"Boutique Lux Design, Private Patio, City Central",5741615,"Anne","Central Area","Minor",47.62,-122.31,"Entire home/apt",380,3,55,2024-06-18 00:00:00.000,1.52,3,108,10,"STR-OPLI-21-000500"
10949926,"Bright Apartment with a Balcony in Queen Anne",49819362,"Eliza","Queen Anne","West Queen Anne",47.64,-122.36,"Entire home/apt",204,3,334,2024-06-20 00:00:00.000,3.29,3,290,36,"STR-OPLI-19-001895"
76557700,"Bright Montlake Apt. • UW Arboretum • View • A/C",17013860,"Sam","Capitol Hill","Montlake",47.64,-122.3,"Entire home/apt",191,3,39,2024-06-16 00:00:00.000,2.16,7,290,28,"STR-OPLI-22-001752"
1157083,"Bright and fun unit downtown-Convention Ctr!",30832,"Siena C.C.","Downtown","First Hill",47.61,-122.33,"Entire home/apt",308,3,111,2024-06-21 00:00:00.000,0.83,5,177,21,"STR-OPLI-19-002769"
62338900,"Bright&Cozy 4 Bedroom House With Entertaining Room",458295751,"Emma","Other neighborhoods","Bryant",47.67,-122.28,"Entire home/apt",228,3,61,2024-06-01 00:00:00.000,2.4,11,17,25,"STR-OPLI-22-000708"
66697900,"Capitol Hill House Spacious, cheerful, sun-filled",29666316,"Mish","Capitol Hill","Stevens",47.63,-122.3,"Entire home/apt",226,3,32,2024-05-19 00:00:00.000,1.37,21,60,10,"STR-OPLI-22-001029"
33690503,"Captivating One Bedroom Condo.",86157147,"Lyle","Downtown","Belltown",47.62,-122.35,"Entire home/apt",172,3,265,2024-06-11 00:00:00.000,4.2,16,118,57,"STR-OPLI-19-003040"
99145500,"Charming Craftsman Oasis in Fremont with Garage",487344448,"Ricardo","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",307,3,42,2024-06-16 00:00:00.000,4.83,19,121,42,"STR-OPLI-23-001391"
6101613,"Charming Seattle Lake View House plus Studio",10283735,"Mayza","Lake City","Cedar Park",47.72,-122.28,"Entire home/apt",403,3,40,2024-05-20 00:00:00.000,0.38,3,320,5,"STR-OPLI-19-002610"
64935300,"Charming Sunroom - Upper-level apartment with AC",14107195,"Jean-Sébastien","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",320,3,19,2024-05-19 00:00:00.000,0.8,4,26,12,"STR-OPLI-19-001250"
11522800,"Charming Urban Cottage in Cap Hill",28420265,"Sherry","Capitol Hill","Stevens",47.64,-122.31,"Entire home/apt",332,3,1,2024-06-02 00:00:00.000,1,49,294,1,"STR-OPLI-24-000302"
11619498,"Charming renovated vintage Capitol Hill Apt",10013531,"Cate","Capitol Hill","Broadway",47.62,-122.32,"Entire home/apt",173,3,186,2024-06-20 00:00:00.000,1.88,5,239,33,"STR-OPLI-19-000047"
67100700,"Cheerful Ballard Home • 4bd/3ba • A/C • Deck!",17013860,"Sam","Ballard","Sunset Hill",47.68,-122.4,"Entire home/apt",198.21,3,35,2024-01-01 00:00:00.000,1.52,7,198,24,"STR-OPLI-22-001190"
24865391,"Chic Design Home with Garden Patio",5741615,"Anne","Central Area","Leschi",47.59,-122.3,"Entire home/apt",302,3,125,2023-11-28 00:00:00.000,1.71,3,21,14,"STR-OPLI-19-000859"
63203800,"City Skyline View Near Everything",86157147,"Lyle","Downtown","First Hill",47.61,-122.33,"Entire home/apt",179,3,97,2024-06-09 00:00:00.000,3.84,16,12,47,"STR-OPLI-22-000854"
64485200,"Classic Admiral District Townhome in West Seattle",33360,"Laura","West Seattle","North Admiral",47.59,-122.39,"Entire home/apt",295,3,50,2024-06-18 00:00:00.000,2.14,7,223,21,"STR-OPLI-22-000808"
46551469,"Comfortable One Bedroom in Belltown.",86157147,"Lyle","Downtown","Belltown",47.62,-122.35,"Entire home/apt",184,3,150,2024-06-10 00:00:00.000,3.69,16,77,37,"STR-OPLI-20-001187"
48757774,"Convention Center 2BR 2Ba View Condo Free Parking!",4874276,"Sarah","Downtown","First Hill",47.61,-122.33,"Entire home/apt",183,3,28,2024-05-19 00:00:00.000,0.73,7,169,4,"STR-OPLI-21-000219"
96961400,"Corner 3BR | Balcony | Garage Parking | W/D",212826084,"Vacasa Western Washington","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",269,3,23,2024-06-02 00:00:00.000,0.81,51,365,4,"STR-OPLI-21-001396"
71884800,"Cozy 4 beds Ballard House w/Private Yard & Balcony",458295751,"Emma","Ballard","Whittier Heights",47.68,-122.37,"Entire home/apt",297,3,43,2024-06-09 00:00:00.000,2.02,11,146,24,"STR-OPLI-22-001402"
93635000,"Cozy Studio Near Everything",86157147,"Lyle","Downtown","First Hill",47.61,-122.33,"Entire home/apt",158,3,29,2024-06-08 00:00:00.000,2.75,16,90,29,"STR-OPLI-23-000911"
50856529,"Cozy in West Seattle",52573774,"Claye","West Seattle","Fairmount Park",47.57,-122.37,"Entire home/apt",105,3,3,2023-09-26 00:00:00.000,0.31,4,282,3,"STR-OPLI-23-001119"
10768900,"Cozy in West Seattle B",52573774,"Claye","West Seattle","Fairmount Park",47.57,-122.37,"Entire home/apt",84,3,198,,198.2133333,4,244,198,"STR-OPLI-23-001119"
10692200,"Cozy studio @ heart of Seattle",18329294,"Daniel","Central Area","Minor",47.6,-122.31,"Entire home/apt",160,3,15,2024-06-21 00:00:00.000,2.94,3,16,15,"STR-OPLI-24-000019"
