id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13192961,"""Hellebore House"" -- in the heart of Phinney Ridge",25968742,"Leslie","Other neighborhoods","Greenwood",47.68,-122.36,"Entire home/apt",90,2,95,2024-06-09 00:00:00.000,1.02,1,58,6,"STR-OPLI-19-000406"
95171700,"*Hot tub* - 2 bed near UW & Seattle Children's",1306065,"Pj","Other neighborhoods","Roosevelt",47.69,-122.31,"Entire home/apt",198.21,2,11,2024-06-11 00:00:00.000,2.01,1,47,11,"STR-OPLI-23-001353"
19589907,"*RoofTop* 2 KINGs, AC, mins to Downtown & Airport",33776918,"Sonia","Other neighborhoods","South Park",47.53,-122.32,"Entire home/apt",201,2,104,2024-06-20 00:00:00.000,3.84,1,162,45,"STR-OPLI-21-001006"
10225500,"2b1.5b Open Greenwood Townhome",12757522,"Nicole","Other neighborhoods","Greenwood",47.7,-122.35,"Entire home/apt",148,2,10,2024-06-23 00:00:00.000,1.37,1,176,10,"STR-OPLI-23-001434"
41377176,"Abundant Townhome Style with rooftop deck!",53953964,"Julie","Other neighborhoods","Greenwood",47.68,-122.36,"Entire home/apt",198.21,2,39,2024-01-15 00:00:00.000,0.73,1,1,11,"STR-OPLI-22-000764"
49944568,"Amazing VIEW luxury home with sports court!",24602663,"Jennifer","Other neighborhoods","Broadview",47.73,-122.37,"Entire home/apt",615,2,18,2024-04-22 00:00:00.000,0.52,1,19,8,"STR-OPLI-23-001507"
53673209,"Backyard Oasis in Quirky Seattle Neighborhood",7486650,"Mo","Other neighborhoods","South Park",47.52,-122.33,"Entire home/apt",145,2,59,2024-06-10 00:00:00.000,2.49,1,114,24,"STR-OPLI-22-000975"
10342300,"Ballard Casita",2646884,"Doug","Other neighborhoods","Phinney Ridge",47.68,-122.36,"Entire home/apt",124,2,13,2024-06-22 00:00:00.000,3.51,1,198,13,"STR-OPLI-23-001471"
50197031,"Bar House Hotel - an urban tropical getaway",51150587,"Ben","Other neighborhoods","Fremont",47.65,-122.35,"Entire home/apt",250,2,201,2024-06-12 00:00:00.000,5.44,1,300,54,"STR-OPLI-21-000229"
11290600,"Beautiful Blue Ridge Rental- Incredible View",102899843,"Allison","Other neighborhoods","North Beach/Blue Ridge",47.71,-122.38,"Entire home/apt",190,2,198,,198.2133333,1,33,198,"STR-OPLI-24-000425"
88260100,"Beautiful Light-Filled Urban Oasis in Wallingford",31450241,"Stacey","Other neighborhoods","Wallingford",47.66,-122.32,"Entire home/apt",138,2,30,2024-06-21 00:00:00.000,2.33,1,77,28,"STR-OPLI-23-000399"
50520135,"Beautiful studio with private deck & free parking",406074997,"Stephen","Other neighborhoods","Fremont",47.66,-122.36,"Entire home/apt",205,2,103,2024-06-21 00:00:00.000,2.9,1,124,26,"STR-OPLI-21-000525"
24188484,"Beautifully Unique & Colorful Wallingford 1bdrm",21157354,"Rina","Other neighborhoods","Wallingford",47.66,-122.33,"Entire home/apt",108,2,46,2024-06-20 00:00:00.000,0.61,1,68,1,"STR-OPLI-24-000555"
20460194,"Blue Pine Cottage at Green Lake.",64476965,"Jodi","Other neighborhoods","Green Lake",47.67,-122.33,"Entire home/apt",213,2,210,2024-06-09 00:00:00.000,2.54,1,268,22,"STR-OPLI-19-002285"
88634500,"Brand New Townhome with Lakeview",62349254,"Eileen","Other neighborhoods","Wallingford",47.66,-122.35,"Entire home/apt",234,2,66,2024-06-09 00:00:00.000,4.94,1,113,63,"STR-OPLI-23-000625"
55735900,"Bridgeview aptmt- spectacular views and hot sauna",1619557,"Jema","Other neighborhoods","Fremont",47.66,-122.36,"Entire home/apt",89,2,66,2024-05-19 00:00:00.000,2.33,1,19,29,"STR-OPLI-22-000321"
41954289,"Bright & Cheery 1 BR w/Office - Great Location",1263161,"Jeannette","Other neighborhoods","Wallingford",47.66,-122.33,"Entire home/apt",213,2,34,2024-06-10 00:00:00.000,1.59,1,13,18,"STR-OPLI-22-001490"
52527365,"Bright 2 BR Home - Steps to Park, Brewery & Dining",85916664,"Royce","Other neighborhoods","Greenwood",47.69,-122.35,"Entire home/apt",106,2,117,2024-06-19 00:00:00.000,4.31,1,11,50,"STR-OPLI-22-000461"
53234423,"Bright and airy 3 bedroom one bath upper duplex",255614477,"Sharifah","Other neighborhoods","Laurelhurst",47.67,-122.28,"Entire home/apt",221,2,12,2024-06-09 00:00:00.000,0.49,1,62,5,"STR-OPLI-21-000908"
70608200,"Broadview Boutique Condo",21983261,"Veronica","Other neighborhoods","Broadview",47.72,-122.36,"Entire home/apt",139,2,14,2024-02-21 00:00:00.000,0.66,1,114,6,"STR-OPLI-22-001454"
25316979,"Bryant Cottage",31873481,"Andrew","Other neighborhoods","Ravenna",47.67,-122.29,"Entire home/apt",178,2,84,2024-05-10 00:00:00.000,1.19,1,115,19,"STR-OPLI-19-002226"
45363764,"Caravan-Serai Inn - a Seattle View Apartment",361224830,"Rita","Other neighborhoods","Fremont",47.65,-122.35,"Entire home/apt",250,2,106,2024-06-02 00:00:00.000,2.31,1,129,17,"STR-OPLI-20-001022"
92123000,"Central Urban Oasis!",442423321,"Cas","Other neighborhoods","Roosevelt",47.69,-122.31,"Entire home/apt",199,2,10,2024-06-11 00:00:00.000,0.83,1,171,10,"Str-opli-24-000369"
70943000,"Charming 2-BR home w/ fireplace & outdoor space",63819742,"Cailin","Other neighborhoods","Wedgwood",47.69,-122.29,"Entire home/apt",129,2,1,2024-05-26 00:00:00.000,1,1,179,1,"STR-OPLI-23-001493"
98565300,"Charming Fremont Craftsman",486527940,"Ed","Other neighborhoods","Fremont",47.66,-122.36,"Entire home/apt",198.21,2,7,2024-06-24 00:00:00.000,0.8,1,4,7,"STR-OPLI-23-001248"
93509200,"Charming Green Lake Apartment",684434,"Dan","Other neighborhoods","Green Lake",47.69,-122.34,"Entire home/apt",110,2,21,2024-06-20 00:00:00.000,2.25,1,186,21,"STR-OPLI-23-001076"
53879356,"Charming Guesthouse in Greenwood/Green Lake!",435051427,"Beau","Other neighborhoods","Greenwood",47.69,-122.36,"Entire home/apt",106,2,89,2024-06-22 00:00:00.000,2.98,1,55,38,"STR-OPLI-23-001500"
4204939,"Charming Main Level home, close to everything",21816248,"Ramnika","Other neighborhoods","Ravenna",47.68,-122.3,"Entire home/apt",193,2,77,2024-06-23 00:00:00.000,2.53,1,33,22,"STR-OPLI-21-001366"
9217030,"Charming Secluded Guest Suite near Woodland Park",47929873,"Brent","Other neighborhoods","Fremont",47.65,-122.35,"Entire home/apt",150,2,587,2024-06-20 00:00:00.000,5.62,1,138,70,"STR-OPLI-19-002143"
21214526,"Charming Upper Fremont Studio+",153268056,"James","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",120,2,166,2024-06-18 00:00:00.000,2.1,1,86,24,"STR-OPLI-19-001649"
93287300,"Charming Wallingford Home: Walking Distance to UW!",389788669,"Anthony","Other neighborhoods","Wallingford",47.66,-122.32,"Entire home/apt",201,2,23,2024-06-21 00:00:00.000,2.02,1,179,23,"STR-OPLI-23-000361"
45402498,"Charming and private house in Ravenna; walk to UW",41873527,"Chase","Other neighborhoods","Ravenna",47.67,-122.3,"Entire home/apt",122,2,10,2024-06-08 00:00:00.000,0.82,1,16,9,"STR-OPLI-23-000523"
13175944,"Charming bungalow in Fremont/Ballard",33664430,"Tom & Tracy","Other neighborhoods","Fremont",47.66,-122.36,"Entire home/apt",183,2,141,2024-06-09 00:00:00.000,1.45,1,110,27,"STR-OPLI-20-000083"
81101800,"Charming, Brand New Home in Greenlake, 4br3ba",497644115,"Adnan","Other neighborhoods","Wallingford",47.67,-122.34,"Entire home/apt",350,2,11,2024-03-19 00:00:00.000,0.87,1,320,9,"STR-OPLI-23-000084"
51348162,"Cheerful 2 bedroom cottage in the heart of Bryant.",18494044,"Nate","Other neighborhoods","Bryant",47.67,-122.28,"Entire home/apt",255,2,78,2024-06-03 00:00:00.000,2.36,1,303,18,"STR-OPLI-21-000938"
62346000,"Cheerful 3-bedroom house with stunning backyard!",569753277,"Jordan","Other neighborhoods","Phinney Ridge",47.67,-122.36,"Entire home/apt",650,2,52,2024-06-09 00:00:00.000,2.06,1,91,20,"STR-OPLI-22-000556"
50301000,"Cheerful Craftsman in Walkable Wallingford",125457071,"Jed","Other neighborhoods","Wallingford",47.66,-122.34,"Entire home/apt",163,2,86,2024-06-16 00:00:00.000,3.01,1,19,27,"STR-OPLI-22-000237"
10233100,"Cheerful basement apartment",365852,"Kymber","Other neighborhoods","Wallingford",47.66,-122.34,"Entire home/apt",146,2,7,2024-06-10 00:00:00.000,1.83,1,118,7,"STR-OPLI-23-001514"
53690611,"Chic Townhome: AC, Free Parking, UW & Hospitals",434847038,"Ana Lea","Other neighborhoods","Windermere",47.67,-122.27,"Entire home/apt",244,2,95,2024-06-19 00:00:00.000,3.1,1,225,41,"STR-OPLI-21-001350"
11160900,"Chic home | Iconic view | safe area | lux bed | AC",567948586,"Eve And Tok","Other neighborhoods","Fremont",47.66,-122.34,"Entire home/apt",268,2,10,2024-06-23 00:00:00.000,4.92,1,87,10,"STR-OPLI-24-000253"
21295100,"City Cabin Retreat",88231668,"Amanda","Other neighborhoods","Greenwood",47.69,-122.36,"Entire home/apt",98,2,122,2024-06-16 00:00:00.000,1.51,1,57,22,"STR-OPLI-22-000903"
22109476,"City Escape near the Beach",153566584,"Billy","Other neighborhoods","North Beach/Blue Ridge",47.69,-122.39,"Entire home/apt",203,2,308,2024-06-16 00:00:00.000,3.87,1,30,63,"STR-OPLI-19-002708"
17483515,"City Garden Retreat in Vibrant Walkable Neighborhood",48713885,"Patrick","Other neighborhoods","Wallingford",47.66,-122.34,"Entire home/apt",198.21,2,357,2024-06-23 00:00:00.000,4.2,1,198,40,"STR-OPLI-19-000595"
31623201,"City Haven Apartment with a Fireplace in a Craftsman House",15784748,"Teresa","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",284,2,123,2024-06-18 00:00:00.000,1.86,1,275,14,"STR-OPLI-19-002224"
94070900,"Cozy & Spacious 2 bed/2 bath - Perfect location",326898559,"Stephanie","Other neighborhoods","Phinney Ridge",47.67,-122.35,"Entire home/apt",205,2,49,2024-06-21 00:00:00.000,4.97,1,126,49,"STR-OPLI-22-001017"
95900000,"Cozy 1926 Ravenna home-near UW",59534830,"Xandy","Other neighborhoods","Ravenna",47.67,-122.3,"Entire home/apt",162,2,8,2024-06-09 00:00:00.000,2.73,1,300,8,"STR-OPLI-24-000065"
80729700,"Cozy 2-BR | 10min walk to train | 10min to Seattle",46573953,"Vladyslav","Other neighborhoods","Ravenna",47.68,-122.31,"Entire home/apt",157,2,55,2024-06-09 00:00:00.000,3.37,1,143,44,"STR-OPLI-23-000133"
72711600,"Cozy 2-bedroom Greenlake home",4974783,"Chuti","Other neighborhoods","Wallingford",47.67,-122.33,"Entire home/apt",198.21,2,11,2024-06-01 00:00:00.000,0.53,1,198,1,"STR-OPLI-22-001470"
89571600,"Cozy APT close to UW and Water",515703825,"Luyao","Other neighborhoods","Wallingford",47.65,-122.33,"Entire home/apt",111,2,26,2024-06-03 00:00:00.000,2.05,1,103,24,"STR-OPLI-23-000556"
35678119,"Cozy Backyard Cottage on Green Lake",14441275,"David","Other neighborhoods","Green Lake",47.68,-122.33,"Entire home/apt",123,2,125,2024-06-14 00:00:00.000,2.12,1,18,62,"STR-OPLI-19-002341"
53387188,"Cozy Craftsman in Friendly Ravenna Neighborhood",2542005,"Danya & Josh","Other neighborhoods","Ravenna",47.68,-122.3,"Entire home/apt",158,2,181,2024-06-07 00:00:00.000,5.97,1,96,55,"STR-OPLI-21-001388"
10619900,"Cozy Daylight Basement Unit in Greenlake",8071244,"Ilana","Other neighborhoods","Wallingford",47.66,-122.33,"Entire home/apt",170,2,5,2024-05-26 00:00:00.000,1.43,1,260,5,"STR-OPLI-23-001462"
6365330,"Cozy Home Near Lake Union & UW",4540222,"Stina","Other neighborhoods","Wallingford",47.65,-122.33,"Entire home/apt",283,2,260,2024-06-17 00:00:00.000,2.35,1,269,37,"STR-OPLI-19-000606"
81899200,"Cozy North Seattle Townhouse!",5770517,"Annie","Other neighborhoods","Greenwood",47.7,-122.37,"Entire home/apt",150,2,6,2023-09-04 00:00:00.000,0.53,1,56,6,"STR-OPLI-23-000816"
11768300,"Cozy Townhouse Retreat by Green Lake Park",422246200,"Seung Gyu","Other neighborhoods","Green Lake",47.68,-122.33,"Entire home/apt",214,2,1,2024-06-23 00:00:00.000,1,1,254,1,"STR-OPLI-24-000606"
15482578,"Cozy and Spacious Studio",99402000,"Monika And Heidi","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",161,2,113,2023-09-21 00:00:00.000,1.31,1,18,12,"STR-OPLI-19-000488"
89052400,"Cozy home with home theater, close to everything",5740827,"Priyanka","Other neighborhoods","Wedgwood",47.69,-122.29,"Entire home/apt",194,2,13,2023-09-03 00:00:00.000,1.14,1,116,13,"STR-OPLI-24-000497"
11187800,"Craftsman Charm near Greenlake",93730307,"Regan","Other neighborhoods","Wallingford",47.67,-122.33,"Entire home/apt",356,2,3,2024-06-09 00:00:00.000,1.41,1,192,3,"STR-OPLI-24-000329"
16998097,"Curl up in the Lemon Armchair at a Snug, Rustic Studio",21428506,"Dennis","Other neighborhoods","Greenwood",47.68,-122.36,"Entire home/apt",145,2,135,2024-06-22 00:00:00.000,1.5,1,144,2,"STR-OPLI-24-000461"
10244900,"Cute as a Button!",546299050,"Christina And Sergey","Other neighborhoods","Greenwood",47.7,-122.36,"Entire home/apt",108,2,30,2024-06-23 00:00:00.000,4.41,1,295,30,"STR-OPLI-20-001029"
1256892,"Daisy Mae's Guest Space - Phinney Ridge",6846442,"Laurie","Other neighborhoods","Phinney Ridge",47.68,-122.36,"Entire home/apt",107,2,290,2024-06-21 00:00:00.000,2.16,1,191,22,"STR-OPLI-19-000499"
38905208,"Deluxe City Escape, Zen ""Maple Leaf"" Garden Apt",1103381,"Alex","Other neighborhoods","Roosevelt",47.69,-122.32,"Entire home/apt",123,2,97,2024-06-11 00:00:00.000,1.69,1,144,28,"STR-OPLI-21-000147"
50227512,"Easy-living Ballard haven—close to everything!",9951683,"Kelsey & Wes","Other neighborhoods","Phinney Ridge",47.68,-122.37,"Entire home/apt",85,2,29,2024-01-21 00:00:00.000,0.99,1,8,3,"STR-OPLI-21-001337"
61830000,"Emerald City Chic | Skyline/Water Views",127220162,"Jessica","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",490,2,73,2024-06-01 00:00:00.000,3.12,1,303,29,"STR-OPLI-22-001149"
20137424,"Emerald House Fremont-w/ parking, No Cleaning Fee!",56662173,"Jim","Other neighborhoods","Fremont",47.65,-122.35,"Entire home/apt",155,2,450,2024-06-08 00:00:00.000,5.9,1,181,65,"STR-OPLI-19-001173"
26425407,"Explore Seattle | Cozy | Elegant Home | Rooftop",58478468,"Michelle","Other neighborhoods","South Park",47.53,-122.32,"Entire home/apt",234,2,14,2024-01-01 00:00:00.000,0.59,1,323,2,"STR-OPLI-22-000833"
90433100,"Family home in Tangletown",426668493,"Vanessa","Other neighborhoods","Wallingford",47.67,-122.33,"Entire home/apt",198.21,2,3,2023-09-04 00:00:00.000,0.25,1,1,3,"STR-OPLI-23-000787"
52323236,"Family-friendly Roosevelt home, walk to light rail",1671337,"Don","Other neighborhoods","Roosevelt",47.68,-122.32,"Entire home/apt",358,2,70,2024-06-13 00:00:00.000,2.24,1,199,24,"STR-OPLI-21-001063"
6761092,"Flora Cottage, cozy exterior, airy modern interior",35395039,"Leah","Other neighborhoods","Georgetown",47.54,-122.32,"Entire home/apt",121,2,15,2024-06-15 00:00:00.000,1.33,1,98,15,"STR-OPLI-23-000892"
19770530,"Fremont & Woodland Park Zoo Cozy Living",23904049,"Joshua","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",153,2,236,2024-06-17 00:00:00.000,2.8,1,320,26,"STR-OPLI-19-001157"
90762900,"Fremont Townhome w/ Parking & Private Rooftop",19677326,"Mazie","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",330,2,16,2024-06-17 00:00:00.000,1.34,1,225,16,"STR-OPLI-23-000713"
2693700,"Fremont Urban Oasis",13786376,"Manuela","Other neighborhoods","Fremont",47.65,-122.36,"Entire home/apt",150,2,633,2024-06-22 00:00:00.000,5.17,1,297,69,"STR-OPLI-19-001716"
49548869,"Fremont cottage w/garage, light-filled, walkable",132896815,"Lisa","Other neighborhoods","Fremont",47.66,-122.36,"Entire home/apt",156,2,179,2024-06-19 00:00:00.000,4.7,1,198,69,"STR-OPLI-21-000319"
11525992,"Fremont house w/ fenced yard - no charge for pets",4601034,"Maria","Other neighborhoods","Fremont",47.66,-122.36,"Entire home/apt",198.21,2,38,2023-12-27 00:00:00.000,0.45,1,198,17,"STR-OPLI-22-001807"
81920400,"Fremont's stylish home-Lake Union view on Rooftop",435615827,"Valta","Other neighborhoods","Fremont",47.65,-122.35,"Entire home/apt",156,2,42,2024-06-05 00:00:00.000,2.61,1,105,23,"STR-OPLI-22-001986"
42066420,"Fully Remodeled, near UW & Children’s Orthopedic",69710857,"Sandy","Other neighborhoods","Bryant",47.67,-122.28,"Entire home/apt",140,2,81,2024-06-21 00:00:00.000,1.55,1,28,26,"STR-OPLI-19-001427"
61978500,"Fully remodeled cozy  modern farm house style home",362458577,"Kenneth","Other neighborhoods","South Park",47.53,-122.33,"Entire home/apt",200,2,30,2024-06-10 00:00:00.000,1.26,1,315,18,"STR-OPLI-22-001110"
50159729,"Fun Fremont 2br - Walk to food and shops!",16931784,"Van","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",158,2,75,2024-06-01 00:00:00.000,2.12,1,126,24,"STR-OPLI-21-000509"
16726705,"Funky Fremont Carriage House",42043911,"Rachel","Other neighborhoods","Fremont",47.65,-122.35,"Entire home/apt",139,2,113,2024-06-08 00:00:00.000,1.27,1,13,12,"STR-OPLI-21-001405"
26566116,"Furnished 2 bedroom mother in law in North Seattle",199763113,"Marcela","Other neighborhoods","Broadview",47.73,-122.36,"Entire home/apt",152,2,29,2024-02-22 00:00:00.000,0.4,1,315,5,"STR-OPLI-23-000146"
34505467,"Gabbie's Garden Getaway for 1 or 2",27267565,"Gabrielle","Other neighborhoods","Phinney Ridge",47.68,-122.36,"Entire home/apt",272,2,113,2024-06-15 00:00:00.000,1.85,1,234,24,"STR-OPLI-21-000044"
20834662,"Garage Mahal!",149256684,"James","Other neighborhoods","Greenwood",47.7,-122.36,"Entire home/apt",138,2,173,2024-06-22 00:00:00.000,2.22,1,139,29,"STR-OPLI-19-003313"
88659100,"Gorgeous 4bd/3ba House w/AC 1block from Light Rail",2770816,"Andrew","Other neighborhoods","Roosevelt",47.68,-122.31,"Entire home/apt",394,2,36,2024-06-22 00:00:00.000,2.65,1,204,29,"STR-OPLI-23-000545"
79649000,"Green Lake Cozy Apartment",167261278,"Julia","Other neighborhoods","Phinney Ridge",47.68,-122.35,"Entire home/apt",150,2,40,2024-06-17 00:00:00.000,2.43,1,110,17,"STR-OPLI-23-000057"
37863703,"Green Lake MIL - Home Away From Home",286787483,"Michelle","Other neighborhoods","Green Lake",47.68,-122.34,"Entire home/apt",170,2,177,2024-06-23 00:00:00.000,3.02,1,289,57,"STR-OPLI-21-000002"
72201100,"Greenlake Getaway - Central Location, Rooftop & AC",92895122,"Ivory","Other neighborhoods","Wallingford",47.66,-122.34,"Entire home/apt",268,2,46,2024-06-05 00:00:00.000,2.26,1,330,28,"STR-OPLI-22-001641"
73979600,"Greenwood Getaway",91356691,"Andrew","Other neighborhoods","Greenwood",47.7,-122.36,"Entire home/apt",163,2,33,2024-06-09 00:00:00.000,2.35,1,102,26,"STR-OPLI-23-000002"
48075755,"Greenwood Getaway -Just Remodel. Walk Bars & Shops",72771939,"Devon And Allen","Other neighborhoods","Greenwood",47.68,-122.36,"Entire home/apt",194,2,110,2024-05-24 00:00:00.000,2.73,1,43,12,"STR-OPLI-21-000088"
45252356,"Greenwood Tiny House in the City",185394567,"Laura","Other neighborhoods","Greenwood",47.69,-122.36,"Entire home/apt",114,2,169,2024-06-14 00:00:00.000,3.73,1,32,29,"STR-OPLI-23-000674"
65005000,"Guesthouse in Phinney Ridge Seattle with VIEW",92546054,"Deneen","Other neighborhoods","Phinney Ridge",47.66,-122.36,"Entire home/apt",220,2,107,2024-06-18 00:00:00.000,4.46,1,138,50,"STR-OPLI-22-001100"
78552000,"Guesthouse in Seattle",492036009,"William","Other neighborhoods","Wedgwood",47.69,-122.29,"Entire home/apt",140,2,73,2024-06-17 00:00:00.000,4.51,1,175,51,"STR-OPLI-23-000095"
50827791,"Historic 6 Bedroom Bayside Home With Private Beach",330727055,"Chloe","Other neighborhoods","North Beach/Blue Ridge",47.7,-122.39,"Entire home/apt",459,2,58,2024-06-16 00:00:00.000,1.7,1,31,13,"STR-OPLI-24-000178"
5882923,"Home apartment with all the comfort.",30550537,"Terry","Other neighborhoods","Phinney Ridge",47.68,-122.35,"Entire home/apt",105,2,408,2024-06-22 00:00:00.000,3.64,1,243,39,"STR-OPLI-19-000977"
52992504,"Inky is a cozy & artistic home with a fireplace",29415509,"Marcella","Other neighborhoods","Phinney Ridge",47.68,-122.36,"Entire home/apt",261,2,49,2024-06-13 00:00:00.000,1.59,1,314,14,"STR-OPLI-24-000281"
41218952,"Jewel Box studio ~ an art-filled North Seattle gem",192365131,"Joline","Other neighborhoods","Bitter Lake",47.71,-122.35,"Entire home/apt",84,2,99,2024-05-10 00:00:00.000,1.88,1,192,18,"STR-OPLI-20-000032"
21213854,"Judi's Place on the Lake (family comfortable)",8636983,"Amy","Other neighborhoods","Phinney Ridge",47.67,-122.34,"Entire home/apt",210,2,260,2024-06-10 00:00:00.000,3.39,1,250,60,"STR-OPLI-19-000660"
93616600,"Juni's Guest Suite - Greenwood/Green Lake/Phinney",49636068,"Davide","Other neighborhoods","Greenwood",47.69,-122.35,"Entire home/apt",125,2,23,2024-06-23 00:00:00.000,2.13,1,16,23,"STR-OPLI-23-000904"
47978078,"Kabino: Tiny Home Heart of GreenLake Pets Ok WiFi",23857689,"Kabino","Other neighborhoods","Phinney Ridge",47.68,-122.35,"Entire home/apt",157,2,40,2024-04-20 00:00:00.000,0.98,1,325,3,"STR-OPLI-21-000274"
10437300,"Kilian’s Cottage in Residential Area of Seattle",14064412,"Suraiya","Other neighborhoods","Broadview",47.73,-122.36,"Entire home/apt",121,2,6,2024-05-18 00:00:00.000,1.09,1,303,6,"STR-OPLI-24-000010"
6166307,"LEED Platinum Green Eco-home Getaway",7488822,"Bernard","Other neighborhoods","Greenwood",47.69,-122.36,"Entire home/apt",110,2,314,2024-06-10 00:00:00.000,2.83,1,143,31,"STR-OPLI-20-000944"
98328100,"Lake front at Green Lake",135595180,"Marc","Other neighborhoods","Green Lake",47.68,-122.33,"Entire home/apt",481,2,8,2024-06-17 00:00:00.000,1.6,1,113,8,"STR-OPLI-23-001549"
18949136,"Large One Bedroom MIL Apartment Close to Ballard",918867,"John And Debbie","Other neighborhoods","North Beach/Blue Ridge",47.7,-122.39,"Entire home/apt",103,2,199,2024-06-09 00:00:00.000,2.31,1,6,65,"STR-OPLI-20-001038"
12812601,"Large Private Quiet 1 BR Suite near UW, Children's",69864273,"Karen","Other neighborhoods","Roosevelt",47.69,-122.31,"Entire home/apt",101,2,130,2024-06-10 00:00:00.000,1.32,1,91,37,"STR-OPLI-20-000835"
37997087,"Large house with deck & hot tub near Greenlake",112460997,"Salina","Other neighborhoods","Greenwood",47.7,-122.36,"Entire home/apt",253,2,151,2024-06-22 00:00:00.000,2.6,1,120,29,"STR-OPLI-19-003421"
53585195,"Laurie's Private Garden Suite",32169894,"Laurie","Other neighborhoods","View Ridge",47.68,-122.27,"Entire home/apt",108,2,42,2024-06-16 00:00:00.000,1.36,1,324,17,"STR-OPLI-24-000066"
26472719,"Light-filled peaceful retreat in thriving Seattle",188406168,"Faye","Other neighborhoods","Ravenna",47.68,-122.3,"Entire home/apt",205,2,278,2024-04-28 00:00:00.000,3.82,1,111,33,"STR-OPLI-19-001638"
14108275,"Linden Gardens at Green Lake",4791197,"Betty","Other neighborhoods","Phinney Ridge",47.68,-122.35,"Entire home/apt",109,2,279,2024-06-19 00:00:00.000,2.91,1,183,36,"STR-OPLI-19-003170"
86389300,"Little House in NE Seattle",29230231,"Yoko","Other neighborhoods","Windermere",47.67,-122.27,"Entire home/apt",198.21,2,4,2024-03-12 00:00:00.000,0.67,1,1,4,"STR-OPLI-23-000768"
72475900,"Luxe 1-Bed Airbnb: Elite Retreat",25354312,"Hossein","Other neighborhoods","Crown Hill",47.7,-122.37,"Entire home/apt",123,2,19,2024-06-23 00:00:00.000,7.92,1,60,19,"STR-OPLI-24-000350"
78275400,"Luxe home Skyline+Rainier+Lake Views +Free Parking",491589782,"Mamta","Other neighborhoods","Fremont",47.66,-122.35,"Entire home/apt",320,2,42,2024-06-21 00:00:00.000,2.27,1,136,23,"STR-OPLI-22-001963"
12968264,"Luxurious Lakeside Living in the City",6426308,"Charlie","Other neighborhoods","Wallingford",47.65,-122.33,"Entire home/apt",130,2,25,2023-08-31 00:00:00.000,0.26,1,198,4,"STR-OPLI-23-000549"
98445100,"Luxury 2br1ba w/ Hot tub, patio, crib & vanity",538000200,"Chibueze","Other neighborhoods","Greenwood",47.7,-122.37,"Entire home/apt",151,2,58,2024-06-09 00:00:00.000,6.49,1,183,58,"STR-OPLI-23-001288"
71219700,"Majestic Mountain View Near Beach w/ Big Backyard",35416850,"Pedro","Other neighborhoods","Broadview",47.71,-122.36,"Entire home/apt",196,2,35,2024-05-05 00:00:00.000,1.76,1,341,21,"STR-OPLI-22-001750"
6053606,"Mint Julep - Southern hospitality in Seattle",22086361,"Rachelle","Other neighborhoods","Wallingford",47.65,-122.34,"Entire home/apt",284,2,37,2024-06-16 00:00:00.000,0.33,1,68,13,"STR-OPLI-22-000811"
10457700,"Miss Oliver’s House w/hot tub & BBQ!",173515929,"Kristin","Other neighborhoods","Wallingford",47.67,-122.34,"Entire home/apt",253,2,2,2024-06-09 00:00:00.000,1.18,1,172,2,"STR-OPLI-23-001027"
17589837,"Modern 1 Bdrm Full Kitchen Retreat Near UW",117593676,"Lori","Other neighborhoods","Bryant",47.67,-122.29,"Entire home/apt",160,2,49,2024-06-23 00:00:00.000,0.56,1,5,7,"STR-OPLI-20-000229"
86670200,"Modern 2B/1B Fremont Suite with Prime Walkability",509445709,"Hua And Wendy","Other neighborhoods","Fremont",47.65,-122.35,"Entire home/apt",202,2,56,2024-06-09 00:00:00.000,4.13,1,149,47,"STR-OPLI-23-000555"
90583400,"Modern Comfortable Unit in Beautiful Phinney Ridge",2373575,"David","Other neighborhoods","Phinney Ridge",47.67,-122.36,"Entire home/apt",169,2,3,2024-06-16 00:00:00.000,0.29,1,355,3,"STR-OPLI-23-000773"
50995187,"Modern Cozy/Seattle/Rooftop/10min to Downtown",124471331,"Victor","Other neighborhoods","Georgetown",47.54,-122.32,"Entire home/apt",185,2,71,2024-06-04 00:00:00.000,2.03,1,47,12,"STR-OPLI-21-000673"
83329900,"Modern Fremont Oasis w/ Lake, City & Mountain View",2028469,"Brianna","Other neighborhoods","Fremont",47.65,-122.34,"Entire home/apt",175,2,64,2024-06-17 00:00:00.000,4.62,1,16,56,"STR-OPLI-23-000094"
79867300,"Modern Fremont Suite Close to Everything!",48256453,"Kimberly","Other neighborhoods","Fremont",47.65,-122.34,"Entire home/apt",126,2,70,2024-06-20 00:00:00.000,4.19,1,288,55,"STR-OPLI-23-000029"
