listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
17610590,2024-06-25 00:00:00.000,"f",298,0,2,1125
17658016,2024-06-25 00:00:00.000,"f",249,0,2,1125
17777744,2024-06-24 00:00:00.000,"f",120,0,2,1125
17787304,2024-06-24 00:00:00.000,"f",70,0,2,1125
17790593,2024-06-25 00:00:00.000,"f",105,0,2,1125
17791049,2024-06-25 00:00:00.000,"f",105,0,2,1125
17878829,2024-06-25 00:00:00.000,"f",85,0,2,1125
17937341,2024-06-24 00:00:00.000,"f",150,0,2,1125
17993155,2024-06-25 00:00:00.000,"f",250,0,2,1125
18058644,2024-06-24 00:00:00.000,"f",250,0,2,1125
18119556,2024-06-24 00:00:00.000,"f",190,0,2,1125
18228390,2024-06-24 00:00:00.000,"f",235,0,2,1125
18375018,2024-06-24 00:00:00.000,"f",300,0,2,1125
18491600,2024-06-25 00:00:00.000,"f",85,0,2,1125
18504533,2024-06-24 00:00:00.000,"f",110,0,2,1125
18527372,2024-06-25 00:00:00.000,"f",342,0,2,1125
18635270,2024-06-24 00:00:00.000,"f",799,0,2,1125
18636268,2024-06-25 00:00:00.000,"t",206,0,2,1125
18672990,2024-06-25 00:00:00.000,"f",165,0,2,1125
18673405,2024-06-25 00:00:00.000,"t",99,0,2,1125
18690558,2024-06-24 00:00:00.000,"f",60,0,2,1125
18809004,2024-06-24 00:00:00.000,"f",135,0,2,1125
18878479,2024-06-24 00:00:00.000,"f",85,0,2,1125
18949136,2024-06-24 00:00:00.000,"f",75,0,2,1125
18994983,2024-06-25 00:00:00.000,"f",349,0,2,1125
19125238,2024-06-25 00:00:00.000,"f",200,0,2,1125
19161696,2024-06-24 00:00:00.000,"f",175,0,2,1125
19317112,2024-06-24 00:00:00.000,"f",160,0,2,1125
19508222,2024-06-24 00:00:00.000,"f",150,0,2,1125
19589907,2024-06-24 00:00:00.000,"f",180,0,2,1125
19591463,2024-06-24 00:00:00.000,"f",149,0,2,1125
19619980,2024-06-25 00:00:00.000,"f",198,0,2,1125
19697895,2024-06-24 00:00:00.000,"f",285,0,2,1125
19770172,2024-06-24 00:00:00.000,"t",145,0,2,1125
19843399,2024-06-24 00:00:00.000,"f",215,0,2,1125
19914644,2024-06-24 00:00:00.000,"f",95,0,2,1125
20137424,2024-06-24 00:00:00.000,"f",149,0,2,1125
20141183,2024-06-24 00:00:00.000,"f",80,0,2,1125
20189433,2024-06-24 00:00:00.000,"f",106,0,2,1125
20192701,2024-06-24 00:00:00.000,"f",99,0,2,1125
20460194,2024-06-25 00:00:00.000,"f",200,0,2,1125
20501756,2024-06-25 00:00:00.000,"f",27,0,2,1125
20601895,2024-06-24 00:00:00.000,"f",120,0,2,1125
20677875,2024-06-25 00:00:00.000,"f",120,0,2,1125
20831082,2024-06-24 00:00:00.000,"f",77,0,2,1125
20834662,2024-06-24 00:00:00.000,"f",138,0,2,1125
20883221,2024-06-24 00:00:00.000,"f",250,0,2,1125
20978960,2024-06-24 00:00:00.000,"t",62,0,2,1125
20995122,2024-06-24 00:00:00.000,"f",100,0,2,1125
21013305,2024-06-25 00:00:00.000,"t",198,0,2,1125
21014515,2024-06-25 00:00:00.000,"t",425,0,2,1125
21175123,2024-06-24 00:00:00.000,"f",126,0,2,1125
21199701,2024-06-24 00:00:00.000,"f",189,0,2,1125
21213854,2024-06-25 00:00:00.000,"f",150,0,2,1125
21214526,2024-06-25 00:00:00.000,"f",89,0,2,1125
21357272,2024-06-24 00:00:00.000,"f",135,0,2,1125
21490495,2024-06-24 00:00:00.000,"f",459,0,2,1125
21501950,2024-06-25 00:00:00.000,"t",149,0,2,1125
21515448,2024-06-24 00:00:00.000,"f",379,0,2,1125
21594030,2024-06-25 00:00:00.000,"t",165,0,2,1125
21644920,2024-06-24 00:00:00.000,"f",40,0,2,1125
21933426,2024-06-24 00:00:00.000,"f",120,0,2,1125
21968079,2024-06-25 00:00:00.000,"f",250,0,2,1125
22036022,2024-06-25 00:00:00.000,"f",93,0,2,1125
22107747,2024-06-24 00:00:00.000,"f",99,0,2,1125
22190735,2024-06-24 00:00:00.000,"f",100,0,2,1125
22265012,2024-06-24 00:00:00.000,"f",120,0,2,1125
22410639,2024-06-24 00:00:00.000,"f",65,0,2,1125
22499214,2024-06-24 00:00:00.000,"f",100,0,2,1125
22630322,2024-06-24 00:00:00.000,"f",250,0,2,1125
22639064,2024-06-24 00:00:00.000,"f",290,0,2,1125
22736809,2024-06-25 00:00:00.000,"f",143,0,2,1125
22816524,2024-06-25 00:00:00.000,"t",125,0,2,1125
22867908,2024-06-24 00:00:00.000,"f",60,0,2,1125
22940882,2024-06-25 00:00:00.000,"t",190,0,2,1125
23075059,2024-06-25 00:00:00.000,"f",108,0,2,1125
23127965,2024-06-25 00:00:00.000,"f",110,0,2,1125
23293234,2024-06-24 00:00:00.000,"t",165,0,2,1125
23355289,2024-06-24 00:00:00.000,"f",125,0,2,1125
23451023,2024-06-25 00:00:00.000,"f",179,0,2,1125
23770520,2024-06-24 00:00:00.000,"f",150,0,2,1125
24015983,2024-06-25 00:00:00.000,"f",217,0,2,1125
24254138,2024-06-24 00:00:00.000,"f",169,0,2,1125
24395100,2024-06-25 00:00:00.000,"t",550,0,2,1125
24443627,2024-06-24 00:00:00.000,"f",130,0,2,1125
24473699,2024-06-24 00:00:00.000,"f",100,0,2,1125
24580635,2024-06-24 00:00:00.000,"f",125,0,2,1125
24728697,2024-06-24 00:00:00.000,"f",225,0,2,1125
24772746,2024-06-24 00:00:00.000,"f",99,0,2,1125
24888909,2024-06-24 00:00:00.000,"f",85,0,2,1125
25055857,2024-06-24 00:00:00.000,"t",350,0,2,1125
25087100,2024-06-24 00:00:00.000,"f",125,0,2,1125
25115867,2024-06-25 00:00:00.000,"f",289,0,2,1125
25204844,2024-06-24 00:00:00.000,"t",120,0,2,1125
25206065,2024-06-24 00:00:00.000,"f",65,0,2,1125
25224607,2024-06-24 00:00:00.000,"f",65,0,2,1125
25230615,2024-06-24 00:00:00.000,"t",70,0,2,1125
25316979,2024-06-24 00:00:00.000,"t",155,0,2,1125
25356262,2024-06-25 00:00:00.000,"f",130,0,2,1125
25381145,2024-06-24 00:00:00.000,"f",125,0,2,1125
25394602,2024-06-24 00:00:00.000,"f",188,0,2,1125
25427908,2024-06-24 00:00:00.000,"t",165,0,2,1125
25444751,2024-06-25 00:00:00.000,"f",235,0,2,1125
25490529,2024-06-24 00:00:00.000,"t",125,0,2,1125
25538577,2024-06-24 00:00:00.000,"f",318,0,2,1125
25567558,2024-06-25 00:00:00.000,"f",175,0,2,1125
25754867,2024-06-24 00:00:00.000,"f",150,0,2,1125
25885124,2024-06-24 00:00:00.000,"f",125,0,2,1125
25946713,2024-06-24 00:00:00.000,"f",149,0,2,1125
26074454,2024-06-24 00:00:00.000,"f",167,0,2,1125
26207740,2024-06-24 00:00:00.000,"f",800,0,2,1125
26230157,2024-06-25 00:00:00.000,"t",250,0,2,1125
26279366,2024-06-24 00:00:00.000,"f",200,0,2,1125
26334328,2024-06-24 00:00:00.000,"t",80,0,2,1125
26362891,2024-06-25 00:00:00.000,"t",499,0,2,1125
26425407,2024-06-24 00:00:00.000,"f",220,0,2,1125
26425599,2024-06-24 00:00:00.000,"f",299,0,2,1125
26448906,2024-06-24 00:00:00.000,"f",100,0,2,1125
26599527,2024-06-25 00:00:00.000,"f",100,0,2,1125
26747050,2024-06-25 00:00:00.000,"f",133,0,2,1125
26804995,2024-06-24 00:00:00.000,"f",149,0,2,1125
26888506,2024-06-24 00:00:00.000,"f",145,0,2,1125
26963720,2024-06-25 00:00:00.000,"f",260,0,2,1125
27111854,2024-06-24 00:00:00.000,"f",149,0,2,1125
27331743,2024-06-24 00:00:00.000,"f",125,0,2,1125
27334813,2024-06-24 00:00:00.000,"f",250,0,2,1125
27431875,2024-06-24 00:00:00.000,"f",108,0,2,1125
27489843,2024-06-25 00:00:00.000,"f",142,0,2,1125
27849459,2024-06-24 00:00:00.000,"f",65,0,2,1125
27909830,2024-06-24 00:00:00.000,"f",160,0,2,1125
28310191,2024-06-24 00:00:00.000,"f",105,0,2,1125
28466540,2024-06-25 00:00:00.000,"f",250,0,2,1125
29221597,2024-06-25 00:00:00.000,"f",125,0,2,1125
29280801,2024-06-25 00:00:00.000,"f",110,0,2,1125
29372096,2024-06-24 00:00:00.000,"f",110,0,2,1125
29594876,2024-06-24 00:00:00.000,"f",85,0,2,1125
29636713,2024-06-24 00:00:00.000,"f",220,0,2,1125
29776840,2024-06-24 00:00:00.000,"f",150,0,2,1125
29849964,2024-06-24 00:00:00.000,"t",150,0,2,1125
30044981,2024-06-24 00:00:00.000,"t",170,0,2,1125
30130482,2024-06-25 00:00:00.000,"f",275,0,2,1125
30176806,2024-06-24 00:00:00.000,"f",59,0,2,1125
30234326,2024-06-25 00:00:00.000,"f",112,0,2,1125
30772471,2024-06-24 00:00:00.000,"f",225,0,2,1125
30775742,2024-06-24 00:00:00.000,"f",90,0,2,1125
31138126,2024-06-24 00:00:00.000,"f",100,0,2,1125
31243526,2024-06-24 00:00:00.000,"t",150,0,2,1125
31462782,2024-06-24 00:00:00.000,"f",150,0,2,1125
31465446,2024-06-24 00:00:00.000,"f",195,0,2,1125
31623201,2024-06-25 00:00:00.000,"f",297,0,2,1125
32103231,2024-06-24 00:00:00.000,"f",70,0,2,1125
32195610,2024-06-24 00:00:00.000,"f",80,0,2,1125
32611866,2024-06-24 00:00:00.000,"f",125,0,2,1125
32902443,2024-06-24 00:00:00.000,"f",195,0,2,1125
32963775,2024-06-25 00:00:00.000,"f",152,0,2,1125
33079261,2024-06-25 00:00:00.000,"f",298,0,2,1125
33079505,2024-06-24 00:00:00.000,"f",89,0,2,1125
33120365,2024-06-24 00:00:00.000,"f",160,0,2,1125
33395033,2024-06-24 00:00:00.000,"f",186,0,2,1125
33690503,2024-06-25 00:00:00.000,"f",106,0,2,1125
33961254,2024-06-25 00:00:00.000,"f",140,0,2,1125
34409642,2024-06-24 00:00:00.000,"f",306,0,2,1125
34448530,2024-06-24 00:00:00.000,"f",98,0,2,1125
34756492,2024-06-25 00:00:00.000,"f",113,0,2,1125
34845472,2024-06-24 00:00:00.000,"f",179,0,2,1125
34891924,2024-06-24 00:00:00.000,"f",290,0,2,1125
34983149,2024-06-24 00:00:00.000,"f",80,0,2,1125
35340461,2024-06-24 00:00:00.000,"f",195,0,2,1125
35678119,2024-06-24 00:00:00.000,"f",115,0,2,1125
35843937,2024-06-24 00:00:00.000,"t",52,0,2,1125
35879017,2024-06-24 00:00:00.000,"f",95,0,2,1125
36073318,2024-06-25 00:00:00.000,"f",149,0,2,1125
36135642,2024-06-25 00:00:00.000,"f",135,0,2,1125
36444242,2024-06-24 00:00:00.000,"f",275,0,2,1125
36607801,2024-06-24 00:00:00.000,"f",375,0,2,1125
36770186,2024-06-25 00:00:00.000,"f",160,0,2,1125
36844733,2024-06-25 00:00:00.000,"f",125,0,2,1125
36878218,2024-06-24 00:00:00.000,"f",104,0,2,1125
37112808,2024-06-24 00:00:00.000,"f",150,0,2,1125
37132009,2024-06-25 00:00:00.000,"f",114,0,2,1125
37285625,2024-06-24 00:00:00.000,"f",100,0,2,1125
37354182,2024-06-24 00:00:00.000,"f",534,0,2,1125
37495691,2024-06-25 00:00:00.000,"f",100,0,2,1125
37540799,2024-06-25 00:00:00.000,"f",298,0,2,1125
37542043,2024-06-24 00:00:00.000,"f",179,0,2,1125
37629139,2024-06-25 00:00:00.000,"t",150,0,2,1125
37656744,2024-06-24 00:00:00.000,"f",90,0,2,1125
37715703,2024-06-24 00:00:00.000,"f",130,0,2,1125
37745352,2024-06-25 00:00:00.000,"f",149,0,2,1125
37946796,2024-06-24 00:00:00.000,"f",85,0,2,1125
37997087,2024-06-24 00:00:00.000,"f",250,0,2,1125
38154526,2024-06-24 00:00:00.000,"t",74,0,2,1125
38334917,2024-06-25 00:00:00.000,"f",250,0,2,1125
38455132,2024-06-24 00:00:00.000,"f",170,0,2,1125
38645782,2024-06-25 00:00:00.000,"f",108,0,2,1125
38905208,2024-06-24 00:00:00.000,"f",122,0,2,1125
39174333,2024-06-24 00:00:00.000,"f",69,0,2,1125
39199725,2024-06-24 00:00:00.000,"t",89,0,2,1125
39300764,2024-06-24 00:00:00.000,"f",55,0,2,1125
39362742,2024-06-24 00:00:00.000,"t",150,0,2,1125
39439816,2024-06-24 00:00:00.000,"f",134,0,2,1125
39542562,2024-06-24 00:00:00.000,"f",148,0,2,1125
39561422,2024-06-24 00:00:00.000,"f",110,0,2,1125
39799129,2024-06-24 00:00:00.000,"f",50,0,2,1125
39799154,2024-06-24 00:00:00.000,"t",279,0,2,1125
39907322,2024-06-24 00:00:00.000,"f",87,0,2,1125
39994345,2024-06-24 00:00:00.000,"f",80,0,2,1125
40135417,2024-06-24 00:00:00.000,"f",388,0,2,1125
40293561,2024-06-25 00:00:00.000,"f",100,0,2,1125
40373705,2024-06-25 00:00:00.000,"f",121,0,2,1125
40843077,2024-06-24 00:00:00.000,"f",106,0,2,1125
40909725,2024-06-24 00:00:00.000,"f",599,0,2,1125
40952685,2024-06-24 00:00:00.000,"f",115,0,2,1125
41030199,2024-06-25 00:00:00.000,"f",285,0,2,1125
41174101,2024-06-24 00:00:00.000,"f",50,0,2,1125
41175190,2024-06-25 00:00:00.000,"t",400,0,2,1125
41218952,2024-06-24 00:00:00.000,"f",75,0,2,1125
41237942,2024-06-24 00:00:00.000,"f",272,0,2,1125
41274483,2024-06-25 00:00:00.000,"f",199,0,2,1125
41348998,2024-06-24 00:00:00.000,"f",100,0,2,1125
41381981,2024-06-25 00:00:00.000,"f",250,0,2,1125
41535117,2024-06-25 00:00:00.000,"f",90,0,2,1125
41536298,2024-06-25 00:00:00.000,"f",138,0,2,1125
41819596,2024-06-25 00:00:00.000,"f",225,0,2,1125
41907357,2024-06-24 00:00:00.000,"f",159,0,2,1125
41954289,2024-06-24 00:00:00.000,"f",179,0,2,1125
42224622,2024-06-24 00:00:00.000,"f",69,0,2,1125
42401874,2024-06-24 00:00:00.000,"f",189,0,2,1125
42414204,2024-06-25 00:00:00.000,"f",151,0,2,1125
42511001,2024-06-25 00:00:00.000,"f",168,0,2,1125
42613276,2024-06-24 00:00:00.000,"f",359,0,2,1125
42671642,2024-06-25 00:00:00.000,"t",240,0,2,1125
42672886,2024-06-24 00:00:00.000,"f",92,0,2,1125
42695194,2024-06-24 00:00:00.000,"f",285,0,2,1125
42712915,2024-06-25 00:00:00.000,"f",175,0,2,1125
42786661,2024-06-24 00:00:00.000,"f",88,0,2,1125
43519844,2024-06-25 00:00:00.000,"f",199,0,2,1125
43609683,2024-06-24 00:00:00.000,"f",130,0,2,1125
44016360,2024-06-24 00:00:00.000,"f",72,0,2,1125
44135289,2024-06-24 00:00:00.000,"f",225,0,2,1125
44164238,2024-06-25 00:00:00.000,"f",225,0,2,1125
44170007,2024-06-24 00:00:00.000,"f",59,0,2,1125
44358530,2024-06-24 00:00:00.000,"t",80,0,2,1125
44479137,2024-06-24 00:00:00.000,"f",200,0,2,1125
44570566,2024-06-24 00:00:00.000,"f",248,0,2,1125
44615470,2024-06-24 00:00:00.000,"f",150,0,2,1125
44705809,2024-06-24 00:00:00.000,"f",70,0,2,1125
44812880,2024-06-24 00:00:00.000,"t",175,0,2,1125
45252356,2024-06-24 00:00:00.000,"f",70,0,2,1125
45402498,2024-06-24 00:00:00.000,"f",122,0,2,1125
45639164,2024-06-24 00:00:00.000,"t",300,0,2,1125
45651180,2024-06-25 00:00:00.000,"f",130,0,2,1125
45710741,2024-06-24 00:00:00.000,"f",367,0,2,1125
45712983,2024-06-25 00:00:00.000,"f",180,0,2,1125
45773953,2024-06-24 00:00:00.000,"f",325,0,2,1125
45993748,2024-06-25 00:00:00.000,"f",125,0,2,1125
46051650,2024-06-24 00:00:00.000,"t",300,0,2,1125
46166272,2024-06-24 00:00:00.000,"f",270,0,2,1125
46434227,2024-06-25 00:00:00.000,"f",110,0,2,1125
46551469,2024-06-25 00:00:00.000,"f",106,0,2,1125
46589466,2024-06-24 00:00:00.000,"t",150,0,2,1125
46731714,2024-06-24 00:00:00.000,"f",100,0,2,1125
46733802,2024-06-24 00:00:00.000,"t",139,0,2,1125
46839486,2024-06-24 00:00:00.000,"f",60,0,2,1125
46905015,2024-06-24 00:00:00.000,"f",69,0,2,1125
47002843,2024-06-24 00:00:00.000,"f",106,0,2,1125
47204529,2024-06-24 00:00:00.000,"t",1203,0,2,1125
47354247,2024-06-25 00:00:00.000,"t",140,0,2,1125
47408169,2024-06-25 00:00:00.000,"t",225,0,2,1125
47583248,2024-06-24 00:00:00.000,"f",155,0,2,1125
47843109,2024-06-25 00:00:00.000,"f",150,0,2,1125
47856630,2024-06-25 00:00:00.000,"f",220,0,2,1125
47858207,2024-06-24 00:00:00.000,"t",85,0,2,1125
47924335,2024-06-25 00:00:00.000,"f",85,0,2,1125
47939830,2024-06-24 00:00:00.000,"f",221,0,2,1125
47942972,2024-06-25 00:00:00.000,"f",449,0,2,1125
48017771,2024-06-25 00:00:00.000,"f",85,0,2,1125
48019499,2024-06-25 00:00:00.000,"f",342,0,2,1125
48041277,2024-06-24 00:00:00.000,"f",199,0,2,1125
48046428,2024-06-25 00:00:00.000,"f",250,0,2,1125
48075755,2024-06-24 00:00:00.000,"f",194,0,2,1125
48079334,2024-06-24 00:00:00.000,"f",149,0,2,1125
48112212,2024-06-25 00:00:00.000,"t",280,0,2,1125
48202083,2024-06-24 00:00:00.000,"f",99,0,2,1125
48214818,2024-06-25 00:00:00.000,"f",100,0,2,1125
48377965,2024-06-24 00:00:00.000,"f",275,0,2,1125
48492760,2024-06-24 00:00:00.000,"f",55,0,2,1125
48499024,2024-06-24 00:00:00.000,"f",225,0,2,1125
